100	100.000	1250.000000	698.000000	51.000000	154.000000	58.000000	287.000000	
100	100.000	952.000000	599.000000	35.000000	128.000000	52.000000	136.000000	
100	100.000	1050.000000	676.000000	37.000000	125.000000	48.000000	161.000000	
100	100.000	979.000000	618.000000	33.000000	134.000000	44.000000	148.000000	
100	100.000	1146.000000	774.000000	39.000000	127.000000	50.000000	153.000000	
100	100.000	1231.000000	844.000000	39.000000	133.000000	51.000000	162.000000	
100	100.000	952.000000	600.000000	35.000000	129.000000	52.000000	135.000000	
100	100.000	1094.000000	761.000000	31.000000	118.000000	49.000000	132.000000	
100	100.000	1038.000000	675.000000	43.000000	131.000000	55.000000	133.000000	
100	100.000	1142.000000	757.000000	43.000000	128.000000	50.000000	162.000000	
100	100.000	1099.000000	754.000000	38.000000	115.000000	48.000000	142.000000	
